STEP, BUS(name, type, x, y, n.pass, root, leader), BUSSTOP(name, x, y, queue)
1,[Bus_0<man>:[x=8 ,y=8]-[PAX=2],Bus_1<man>:[x=0 ,y=0]-[PAX=0],Bus_RB_2<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_3<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_4<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_6<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_7<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_9<robot>:[x=1 ,y=1]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=3],BusStop_3:[x=8 ,y=0]-[QLine=5],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
90,[Bus_0<man>:[x=7 ,y=1]-[PAX=10],Bus_1<man>:[x=1 ,y=7]-[PAX=10],Bus_RB_2<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_3<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_4<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_5<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_6<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_7<robot>:[x=1 ,y=7]-[PAX=10],Bus_RB_8<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_9<robot>:[x=1 ,y=7]-[PAX=1]],[BusStop_0:[x=0 ,y=0]-[QLine=5],BusStop_4:[x=4 ,y=4]-[QLine=179],BusStop_3:[x=8 ,y=0]-[QLine=119],BusStop_2:[x=8 ,y=8]-[QLine=21],BusStop_1:[x=0 ,y=8]-[QLine=1]]
91,[Bus_0<man>:[x=6 ,y=2]-[PAX=10],Bus_1<man>:[x=2 ,y=6]-[PAX=10],Bus_RB_2<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_3<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_4<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_5<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_6<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_7<robot>:[x=2 ,y=6]-[PAX=10],Bus_RB_8<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_9<robot>:[x=2 ,y=6]-[PAX=1]],[BusStop_0:[x=0 ,y=0]-[QLine=5],BusStop_4:[x=4 ,y=4]-[QLine=183],BusStop_3:[x=8 ,y=0]-[QLine=124],BusStop_2:[x=8 ,y=8]-[QLine=22],BusStop_1:[x=0 ,y=8]-[QLine=1]]
92,[Bus_0<man>:[x=5 ,y=3]-[PAX=10],Bus_1<man>:[x=3 ,y=5]-[PAX=10],Bus_RB_2<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_3<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_4<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_5<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_6<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_7<robot>:[x=3 ,y=5]-[PAX=10],Bus_RB_8<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_9<robot>:[x=3 ,y=5]-[PAX=1]],[BusStop_0:[x=0 ,y=0]-[QLine=5],BusStop_4:[x=4 ,y=4]-[QLine=186],BusStop_3:[x=8 ,y=0]-[QLine=128],BusStop_2:[x=8 ,y=8]-[QLine=25],BusStop_1:[x=0 ,y=8]-[QLine=1]]
93,[Bus_0<man>:[x=4 ,y=4]-[PAX=10],Bus_1<man>:[x=4 ,y=4]-[PAX=10],Bus_RB_2<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_3<robot>:[x=4 ,y=4]-[PAX=9],Bus_RB_4<robot>:[x=4 ,y=4]-[PAX=2],Bus_RB_5<robot>:[x=4 ,y=4]-[PAX=0],Bus_RB_6<robot>:[x=4 ,y=4]-[PAX=3],Bus_RB_7<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_8<robot>:[x=4 ,y=4]-[PAX=7],Bus_RB_9<robot>:[x=4 ,y=4]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=5],BusStop_4:[x=4 ,y=4]-[QLine=188],BusStop_3:[x=8 ,y=0]-[QLine=132],BusStop_2:[x=8 ,y=8]-[QLine=26],BusStop_1:[x=0 ,y=8]-[QLine=2]]
94,[Bus_0<man>:[x=5 ,y=5]-[PAX=10],Bus_1<man>:[x=3 ,y=3]-[PAX=10],Bus_RB_2<robot>:[x=5 ,y=5]-[PAX=10],Bus_RB_3<robot>:[x=5 ,y=5]-[PAX=9],Bus_RB_4<robot>:[x=5 ,y=5]-[PAX=2],Bus_RB_5<robot>:[x=3 ,y=3]-[PAX=0],Bus_RB_6<robot>:[x=5 ,y=5]-[PAX=3],Bus_RB_7<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_8<robot>:[x=5 ,y=5]-[PAX=7],Bus_RB_9<robot>:[x=3 ,y=3]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=5],BusStop_4:[x=4 ,y=4]-[QLine=192],BusStop_3:[x=8 ,y=0]-[QLine=136],BusStop_2:[x=8 ,y=8]-[QLine=28],BusStop_1:[x=0 ,y=8]-[QLine=2]]
95,[Bus_0<man>:[x=6 ,y=6]-[PAX=10],Bus_1<man>:[x=2 ,y=2]-[PAX=10],Bus_RB_2<robot>:[x=6 ,y=6]-[PAX=10],Bus_RB_3<robot>:[x=6 ,y=6]-[PAX=9],Bus_RB_4<robot>:[x=6 ,y=6]-[PAX=2],Bus_RB_5<robot>:[x=2 ,y=2]-[PAX=0],Bus_RB_6<robot>:[x=6 ,y=6]-[PAX=3],Bus_RB_7<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_8<robot>:[x=6 ,y=6]-[PAX=7],Bus_RB_9<robot>:[x=2 ,y=2]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=6],BusStop_4:[x=4 ,y=4]-[QLine=194],BusStop_3:[x=8 ,y=0]-[QLine=140],BusStop_2:[x=8 ,y=8]-[QLine=31],BusStop_1:[x=0 ,y=8]-[QLine=2]]
96,[Bus_0<man>:[x=7 ,y=7]-[PAX=10],Bus_1<man>:[x=1 ,y=1]-[PAX=10],Bus_RB_2<robot>:[x=7 ,y=7]-[PAX=10],Bus_RB_3<robot>:[x=7 ,y=7]-[PAX=9],Bus_RB_4<robot>:[x=7 ,y=7]-[PAX=2],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=0],Bus_RB_6<robot>:[x=7 ,y=7]-[PAX=3],Bus_RB_7<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_8<robot>:[x=7 ,y=7]-[PAX=7],Bus_RB_9<robot>:[x=1 ,y=1]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=8],BusStop_4:[x=4 ,y=4]-[QLine=197],BusStop_3:[x=8 ,y=0]-[QLine=142],BusStop_2:[x=8 ,y=8]-[QLine=34],BusStop_1:[x=0 ,y=8]-[QLine=2]]
97,[Bus_0<man>:[x=8 ,y=8]-[PAX=10],Bus_1<man>:[x=0 ,y=0]-[PAX=10],Bus_RB_2<robot>:[x=8 ,y=8]-[PAX=10],Bus_RB_3<robot>:[x=8 ,y=8]-[PAX=10],Bus_RB_4<robot>:[x=8 ,y=8]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=0]-[PAX=3],Bus_RB_6<robot>:[x=8 ,y=8]-[PAX=9],Bus_RB_7<robot>:[x=0 ,y=0]-[PAX=3],Bus_RB_8<robot>:[x=8 ,y=8]-[PAX=4],Bus_RB_9<robot>:[x=0 ,y=0]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=199],BusStop_3:[x=8 ,y=0]-[QLine=145],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=2]]
98,[Bus_0<man>:[x=8 ,y=7]-[PAX=10],Bus_1<man>:[x=0 ,y=1]-[PAX=10],Bus_RB_2<robot>:[x=8 ,y=7]-[PAX=10],Bus_RB_3<robot>:[x=8 ,y=7]-[PAX=10],Bus_RB_4<robot>:[x=8 ,y=7]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=1]-[PAX=3],Bus_RB_6<robot>:[x=8 ,y=7]-[PAX=9],Bus_RB_7<robot>:[x=0 ,y=1]-[PAX=3],Bus_RB_8<robot>:[x=8 ,y=7]-[PAX=4],Bus_RB_9<robot>:[x=0 ,y=1]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=2],BusStop_4:[x=4 ,y=4]-[QLine=203],BusStop_3:[x=8 ,y=0]-[QLine=149],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=2]]
99,[Bus_0<man>:[x=8 ,y=6]-[PAX=10],Bus_1<man>:[x=0 ,y=2]-[PAX=10],Bus_RB_2<robot>:[x=8 ,y=6]-[PAX=10],Bus_RB_3<robot>:[x=8 ,y=6]-[PAX=10],Bus_RB_4<robot>:[x=8 ,y=6]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=2]-[PAX=3],Bus_RB_6<robot>:[x=8 ,y=6]-[PAX=9],Bus_RB_7<robot>:[x=0 ,y=2]-[PAX=3],Bus_RB_8<robot>:[x=8 ,y=6]-[PAX=4],Bus_RB_9<robot>:[x=0 ,y=2]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=3],BusStop_4:[x=4 ,y=4]-[QLine=204],BusStop_3:[x=8 ,y=0]-[QLine=151],BusStop_2:[x=8 ,y=8]-[QLine=6],BusStop_1:[x=0 ,y=8]-[QLine=2]]
100,[Bus_0<man>:[x=8 ,y=5]-[PAX=10],Bus_1<man>:[x=0 ,y=3]-[PAX=10],Bus_RB_2<robot>:[x=8 ,y=5]-[PAX=10],Bus_RB_3<robot>:[x=8 ,y=5]-[PAX=10],Bus_RB_4<robot>:[x=8 ,y=5]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=3]-[PAX=3],Bus_RB_6<robot>:[x=8 ,y=5]-[PAX=9],Bus_RB_7<robot>:[x=0 ,y=3]-[PAX=3],Bus_RB_8<robot>:[x=8 ,y=5]-[PAX=4],Bus_RB_9<robot>:[x=0 ,y=3]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=207],BusStop_3:[x=8 ,y=0]-[QLine=153],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=2]]
101,[Bus_0<man>:[x=8 ,y=4]-[PAX=10],Bus_1<man>:[x=0 ,y=4]-[PAX=10],Bus_RB_2<robot>:[x=8 ,y=4]-[PAX=10],Bus_RB_3<robot>:[x=8 ,y=4]-[PAX=10],Bus_RB_4<robot>:[x=8 ,y=4]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=4]-[PAX=3],Bus_RB_6<robot>:[x=8 ,y=4]-[PAX=9],Bus_RB_7<robot>:[x=0 ,y=4]-[PAX=3],Bus_RB_8<robot>:[x=8 ,y=4]-[PAX=4],Bus_RB_9<robot>:[x=0 ,y=4]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=207],BusStop_3:[x=8 ,y=0]-[QLine=153],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=2]]
102,[Bus_0<man>:[x=8 ,y=3]-[PAX=10],Bus_1<man>:[x=0 ,y=5]-[PAX=10],Bus_RB_2<robot>:[x=8 ,y=3]-[PAX=10],Bus_RB_3<robot>:[x=8 ,y=3]-[PAX=10],Bus_RB_4<robot>:[x=8 ,y=3]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=5]-[PAX=3],Bus_RB_6<robot>:[x=8 ,y=3]-[PAX=9],Bus_RB_7<robot>:[x=0 ,y=5]-[PAX=3],Bus_RB_8<robot>:[x=8 ,y=3]-[PAX=4],Bus_RB_9<robot>:[x=0 ,y=5]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=207],BusStop_3:[x=8 ,y=0]-[QLine=153],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=2]]
103,[Bus_0<man>:[x=8 ,y=2]-[PAX=10],Bus_1<man>:[x=0 ,y=6]-[PAX=10],Bus_RB_2<robot>:[x=8 ,y=2]-[PAX=10],Bus_RB_3<robot>:[x=8 ,y=2]-[PAX=10],Bus_RB_4<robot>:[x=8 ,y=2]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=6]-[PAX=3],Bus_RB_6<robot>:[x=8 ,y=2]-[PAX=9],Bus_RB_7<robot>:[x=0 ,y=6]-[PAX=3],Bus_RB_8<robot>:[x=8 ,y=2]-[PAX=4],Bus_RB_9<robot>:[x=0 ,y=6]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=207],BusStop_3:[x=8 ,y=0]-[QLine=153],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=2]]
104,[Bus_0<man>:[x=8 ,y=1]-[PAX=10],Bus_1<man>:[x=0 ,y=7]-[PAX=10],Bus_RB_2<robot>:[x=8 ,y=1]-[PAX=10],Bus_RB_3<robot>:[x=8 ,y=1]-[PAX=10],Bus_RB_4<robot>:[x=8 ,y=1]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=7]-[PAX=3],Bus_RB_6<robot>:[x=8 ,y=1]-[PAX=9],Bus_RB_7<robot>:[x=0 ,y=7]-[PAX=3],Bus_RB_8<robot>:[x=8 ,y=1]-[PAX=4],Bus_RB_9<robot>:[x=0 ,y=7]-[PAX=3]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=207],BusStop_3:[x=8 ,y=0]-[QLine=153],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=2]]
105,[Bus_0<man>:[x=8 ,y=0]-[PAX=10],Bus_1<man>:[x=0 ,y=8]-[PAX=7],Bus_RB_2<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_3<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_4<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=8]-[PAX=3],Bus_RB_6<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_7<robot>:[x=0 ,y=8]-[PAX=0],Bus_RB_8<robot>:[x=8 ,y=0]-[PAX=10],Bus_RB_9<robot>:[x=0 ,y=8]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=207],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=0]]
106,[Bus_0<man>:[x=7 ,y=1]-[PAX=10],Bus_1<man>:[x=1 ,y=7]-[PAX=7],Bus_RB_2<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_3<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_4<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_5<robot>:[x=1 ,y=7]-[PAX=3],Bus_RB_6<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_7<robot>:[x=1 ,y=7]-[PAX=0],Bus_RB_8<robot>:[x=7 ,y=1]-[PAX=10],Bus_RB_9<robot>:[x=1 ,y=7]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=207],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=0]]
107,[Bus_0<man>:[x=6 ,y=2]-[PAX=10],Bus_1<man>:[x=2 ,y=6]-[PAX=7],Bus_RB_2<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_3<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_4<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_5<robot>:[x=2 ,y=6]-[PAX=3],Bus_RB_6<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_7<robot>:[x=2 ,y=6]-[PAX=0],Bus_RB_8<robot>:[x=6 ,y=2]-[PAX=10],Bus_RB_9<robot>:[x=2 ,y=6]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=207],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=0]]
108,[Bus_0<man>:[x=5 ,y=3]-[PAX=10],Bus_1<man>:[x=3 ,y=5]-[PAX=7],Bus_RB_2<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_3<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_4<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_5<robot>:[x=3 ,y=5]-[PAX=3],Bus_RB_6<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_7<robot>:[x=3 ,y=5]-[PAX=0],Bus_RB_8<robot>:[x=5 ,y=3]-[PAX=10],Bus_RB_9<robot>:[x=3 ,y=5]-[PAX=0]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=207],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=0]]
109,[Bus_0<man>:[x=4 ,y=4]-[PAX=10],Bus_1<man>:[x=4 ,y=4]-[PAX=10],Bus_RB_2<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_3<robot>:[x=4 ,y=4]-[PAX=6],Bus_RB_4<robot>:[x=4 ,y=4]-[PAX=1],Bus_RB_5<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_6<robot>:[x=4 ,y=4]-[PAX=4],Bus_RB_7<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_8<robot>:[x=4 ,y=4]-[PAX=3],Bus_RB_9<robot>:[x=4 ,y=4]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=186],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=0]]
110,[Bus_0<man>:[x=5 ,y=5]-[PAX=10],Bus_1<man>:[x=3 ,y=3]-[PAX=10],Bus_RB_2<robot>:[x=5 ,y=5]-[PAX=10],Bus_RB_3<robot>:[x=5 ,y=5]-[PAX=6],Bus_RB_4<robot>:[x=5 ,y=5]-[PAX=1],Bus_RB_5<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_6<robot>:[x=5 ,y=5]-[PAX=4],Bus_RB_7<robot>:[x=3 ,y=3]-[PAX=10],Bus_RB_8<robot>:[x=5 ,y=5]-[PAX=3],Bus_RB_9<robot>:[x=3 ,y=3]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=186],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=0]]
111,[Bus_0<man>:[x=6 ,y=6]-[PAX=10],Bus_1<man>:[x=2 ,y=2]-[PAX=10],Bus_RB_2<robot>:[x=6 ,y=6]-[PAX=10],Bus_RB_3<robot>:[x=6 ,y=6]-[PAX=6],Bus_RB_4<robot>:[x=6 ,y=6]-[PAX=1],Bus_RB_5<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_6<robot>:[x=6 ,y=6]-[PAX=4],Bus_RB_7<robot>:[x=2 ,y=2]-[PAX=10],Bus_RB_8<robot>:[x=6 ,y=6]-[PAX=3],Bus_RB_9<robot>:[x=2 ,y=2]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=186],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=0]]
112,[Bus_0<man>:[x=7 ,y=7]-[PAX=10],Bus_1<man>:[x=1 ,y=1]-[PAX=10],Bus_RB_2<robot>:[x=7 ,y=7]-[PAX=10],Bus_RB_3<robot>:[x=7 ,y=7]-[PAX=6],Bus_RB_4<robot>:[x=7 ,y=7]-[PAX=1],Bus_RB_5<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_6<robot>:[x=7 ,y=7]-[PAX=4],Bus_RB_7<robot>:[x=1 ,y=1]-[PAX=10],Bus_RB_8<robot>:[x=7 ,y=7]-[PAX=3],Bus_RB_9<robot>:[x=1 ,y=1]-[PAX=10]],[BusStop_0:[x=0 ,y=0]-[QLine=4],BusStop_4:[x=4 ,y=4]-[QLine=186],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=10],BusStop_1:[x=0 ,y=8]-[QLine=0]]
113,[Bus_0<man>:[x=8 ,y=8]-[PAX=10],Bus_1<man>:[x=0 ,y=0]-[PAX=9],Bus_RB_2<robot>:[x=8 ,y=8]-[PAX=5],Bus_RB_3<robot>:[x=8 ,y=8]-[PAX=1],Bus_RB_4<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=0]-[PAX=5],Bus_RB_6<robot>:[x=8 ,y=8]-[PAX=2],Bus_RB_7<robot>:[x=0 ,y=0]-[PAX=5],Bus_RB_8<robot>:[x=8 ,y=8]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=0]-[PAX=7]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=186],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
114,[Bus_0<man>:[x=8 ,y=7]-[PAX=10],Bus_1<man>:[x=0 ,y=1]-[PAX=9],Bus_RB_2<robot>:[x=8 ,y=7]-[PAX=5],Bus_RB_3<robot>:[x=8 ,y=7]-[PAX=1],Bus_RB_4<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=1]-[PAX=5],Bus_RB_6<robot>:[x=8 ,y=7]-[PAX=2],Bus_RB_7<robot>:[x=0 ,y=1]-[PAX=5],Bus_RB_8<robot>:[x=7 ,y=7]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=1]-[PAX=7]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=186],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
115,[Bus_0<man>:[x=8 ,y=6]-[PAX=10],Bus_1<man>:[x=0 ,y=2]-[PAX=9],Bus_RB_2<robot>:[x=8 ,y=6]-[PAX=5],Bus_RB_3<robot>:[x=8 ,y=6]-[PAX=1],Bus_RB_4<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=2]-[PAX=5],Bus_RB_6<robot>:[x=8 ,y=6]-[PAX=2],Bus_RB_7<robot>:[x=0 ,y=2]-[PAX=5],Bus_RB_8<robot>:[x=6 ,y=6]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=2]-[PAX=7]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=186],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
116,[Bus_0<man>:[x=8 ,y=5]-[PAX=10],Bus_1<man>:[x=0 ,y=3]-[PAX=9],Bus_RB_2<robot>:[x=8 ,y=5]-[PAX=5],Bus_RB_3<robot>:[x=8 ,y=5]-[PAX=1],Bus_RB_4<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_5<robot>:[x=0 ,y=3]-[PAX=5],Bus_RB_6<robot>:[x=8 ,y=5]-[PAX=2],Bus_RB_7<robot>:[x=0 ,y=3]-[PAX=5],Bus_RB_8<robot>:[x=5 ,y=5]-[PAX=0],Bus_RB_9<robot>:[x=0 ,y=3]-[PAX=7]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=186],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
117,[Bus_0<man>:[x=8 ,y=4]-[PAX=10],Bus_1<man>:[x=0 ,y=4]-[PAX=9],Bus_RB_2<robot>:[x=8 ,y=4]-[PAX=5],Bus_RB_3<robot>:[x=8 ,y=4]-[PAX=1],Bus_RB_4<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=4]-[PAX=5],Bus_RB_6<robot>:[x=8 ,y=4]-[PAX=2],Bus_RB_7<robot>:[x=0 ,y=4]-[PAX=5],Bus_RB_8<robot>:[x=4 ,y=4]-[PAX=10],Bus_RB_9<robot>:[x=0 ,y=4]-[PAX=7]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=166],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
118,[Bus_0<man>:[x=8 ,y=3]-[PAX=10],Bus_1<man>:[x=0 ,y=5]-[PAX=9],Bus_RB_2<robot>:[x=8 ,y=3]-[PAX=5],Bus_RB_3<robot>:[x=8 ,y=3]-[PAX=1],Bus_RB_4<robot>:[x=3 ,y=5]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=5]-[PAX=5],Bus_RB_6<robot>:[x=8 ,y=3]-[PAX=2],Bus_RB_7<robot>:[x=0 ,y=5]-[PAX=5],Bus_RB_8<robot>:[x=3 ,y=5]-[PAX=10],Bus_RB_9<robot>:[x=0 ,y=5]-[PAX=7]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=166],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
119,[Bus_0<man>:[x=8 ,y=2]-[PAX=10],Bus_1<man>:[x=0 ,y=6]-[PAX=9],Bus_RB_2<robot>:[x=8 ,y=2]-[PAX=5],Bus_RB_3<robot>:[x=8 ,y=2]-[PAX=1],Bus_RB_4<robot>:[x=2 ,y=6]-[PAX=10],Bus_RB_5<robot>:[x=0 ,y=6]-[PAX=5],Bus_RB_6<robot>:[x=8 ,y=2]-[PAX=2],Bus_RB_7<robot>:[x=0 ,y=6]-[PAX=5],Bus_RB_8<robot>:[x=2 ,y=6]-[PAX=10],Bus_RB_9<robot>:[x=0 ,y=6]-[PAX=7]],[BusStop_0:[x=0 ,y=0]-[QLine=0],BusStop_4:[x=4 ,y=4]-[QLine=166],BusStop_3:[x=8 ,y=0]-[QLine=121],BusStop_2:[x=8 ,y=8]-[QLine=0],BusStop_1:[x=0 ,y=8]-[QLine=0]]
